coming-soon/yandex/title	Want to Foudroyer Yandex?	Envie de Foudroyer Yandex?	Quer Foudroyer Yandex?	¿Quieres engañar a Yandex?	Vuoi FouDroyer Yandex?	Foudroyer Yandex를 원하십니까?	Хотите "фудройернуть" Яндекс?	Yandex'i Foudroyer etmek ister misiniz?	Möchten Sie Foudroyer Yandex?										
coming-soon/yandex/description	Foudroyer is a tool I develop for the Seo community. It is free and will remain so. As it is a community tool, I created a Patreon that allows people to contribute and vote for the next features and tools that will be developed.   Why not visit the Patreon page to learn more?	Foudroyer est un outil que je développe pour la communauté SEO. Il est gratuit et le restera. Comme il est communautaire, j’ai créé un Patreon qui permet aux personnes de contribuer et de voter pour les prochaines fonctionnalités et outils qui seront développées.   Pourquoi ne pas aller visiter la page Patreon pour en savoir plus ?	Foudroyer é uma ferramenta que desenvolvo para a comunidade de SEO. É gratuito e permanecerá assim. Como é uma ferramenta comunitária, criei um Patreon que permite que as pessoas contribuam e votem nos próximos recursos e ferramentas que serão desenvolvidos.  Por que não visitar a página do Patreon para saber mais?	Foudroyer es una herramienta que desarrolla para la comunidad de SEO. Es gratis y lo seguirá siendo así. Como es una herramienta comunitaria, creé un patreon que permite a las personas contribuir y votar por las próximas características y herramientas que se desarrollarán.  ¿Por qué no visitar la página de Patreon para obtener más información?	FouDroyer è uno strumento che sviluppio per la comunità SEO. È gratuito e rimarrà così. Dato che è uno strumento comunitario, ho creato un Patreon che consente alle persone di contribuire e votare per le prossime funzionalità e strumenti che saranno sviluppati.  Perché non visitare la pagina Patreon per saperne di più?	Foudroyer는 SEO 커뮤니티를 위해 개발 한 도구입니다. 그것은 무료이며 그렇게 남아있을 것입니다. 커뮤니티 도구이기 때문에 사람들이 개발 될 다음 기능과 도구에 기여하고 투표 할 수있는 Patreon을 만들었습니다.  Patreon 페이지를 방문하여 자세한 내용은 어떻습니까?	Foudroyer - это инструмент, который я разрабатываю для сообщества Seo. Он бесплатный и будет оставаться таковым. Поскольку это инструмент для сообщества, я создал Patreon, который позволяет людям вносить свой вклад и голосовать за следующие функции и инструменты, которые будут разработаны.  Почему бы не посетить страницу Patreon, чтобы узнать больше?	Foudroyer Seo topluluğu için geliştirdiğim bir araçtır. Ücretsizdir ve öyle kalacaktır. Bir topluluk aracı olduğu için, insanların katkıda bulunmasına ve geliştirilecek sonraki özellikler ve araçlar için oy kullanmasına olanak tanıyan bir Patreon oluşturdum.  Daha fazlasını öğrenmek için neden Patreon sayfasını ziyaret etmiyorsunuz?	Foudroyer ist ein Tool, das ich für die Seo-Community entwickle. Es ist kostenlos und wird es auch bleiben. Da es ein Community-Tool ist, habe ich ein Patreon erstellt, das es den Leuten erlaubt, beizutragen und für die nächsten Funktionen und Tools zu stimmen, die entwickelt werden.  Besuchen Sie doch die Patreon-Seite, um mehr zu erfahren.										
coming-soon/button/ok	Close	Fermer	Fechar	Cerca	Vicino	닫다	Закрыть	Kapat	Schließen Sie										
coming-soon/bing/title	Want to Foudroyer Bing?	Envie de Foudroyer Bing?	Quer Foudroyer Bing?	¿Quieres que Bing Bing?	Vuoi FouDroyer Bing?	Foudroyer Bing을 원하십니까?	Хотите устроить фурор Bing?	Bing'i Foudroyer yapmak ister misiniz?	Möchten Sie Bing foudroyer?										
coming-soon/bing/description	Foudroyer is a tool I develop for the Seo community. It is free and will remain so. As it is a community tool, I created a Patreon that allows people to contribute and vote for the next features and tools that will be developed.   Why not visit the Patreon page to learn more?	Foudroyer est un outil que je développe pour la communauté SEO. Il est gratuit et le restera. Comme il est communautaire, j’ai créé un Patreon qui permet aux personnes de contribuer et de voter pour les prochaines fonctionnalités et outils qui seront développées.   Pourquoi ne pas aller visiter la page Patreon pour en savoir plus ?	Foudroyer é uma ferramenta que desenvolvo para a comunidade de SEO. É gratuito e permanecerá assim. Como é uma ferramenta comunitária, criei um Patreon que permite que as pessoas contribuam e votem nos próximos recursos e ferramentas que serão desenvolvidos.  Por que não visitar a página do Patreon para saber mais?	Foudroyer es una herramienta que desarrolla para la comunidad de SEO. Es gratis y lo seguirá siendo así. Como es una herramienta comunitaria, creé un patreon que permite a las personas contribuir y votar por las próximas características y herramientas que se desarrollarán.  ¿Por qué no visitar la página de Patreon para obtener más información?	FouDroyer è uno strumento che sviluppio per la comunità SEO. È gratuito e rimarrà così. Dato che è uno strumento comunitario, ho creato un Patreon che consente alle persone di contribuire e votare per le prossime funzionalità e strumenti che saranno sviluppati.  Perché non visitare la pagina Patreon per saperne di più?	Foudroyer는 SEO 커뮤니티를 위해 개발 한 도구입니다. 그것은 무료이며 그렇게 남아있을 것입니다. 커뮤니티 도구이기 때문에 사람들이 개발 될 다음 기능과 도구에 기여하고 투표 할 수있는 Patreon을 만들었습니다.  Patreon 페이지를 방문하여 자세한 내용은 어떻습니까?	Foudroyer - это инструмент, который я разрабатываю для сообщества Seo. Он бесплатный и будет оставаться таковым. Поскольку это инструмент для сообщества, я создал Patreon, который позволяет людям вносить свой вклад и голосовать за следующие функции и инструменты, которые будут разработаны.  Почему бы не посетить страницу Patreon, чтобы узнать больше?	Foudroyer Seo topluluğu için geliştirdiğim bir araçtır. Ücretsizdir ve öyle kalacaktır. Bir topluluk aracı olduğu için, insanların katkıda bulunmasına ve geliştirilecek sonraki özellikler ve araçlar için oy kullanmasına olanak tanıyan bir Patreon oluşturdum.  Daha fazlasını öğrenmek için neden Patreon sayfasını ziyaret etmiyorsunuz?	Foudroyer ist ein Tool, das ich für die Seo-Community entwickle. Es ist kostenlos und wird es auch bleiben. Da es ein Community-Tool ist, habe ich ein Patreon erstellt, das es den Leuten erlaubt, beizutragen und für die nächsten Funktionen und Tools zu stimmen, die entwickelt werden.  Besuchen Sie doch die Patreon-Seite, um mehr zu erfahren.										
coming-soon/button/patreon	Go to Patreon	Aller sur Patreon	Vá para Patreon	Ir a Patreon	Vai a Patreon	Patreon으로 가십시오	Перейти на сайт Patreon	Patreon'a git	Zu Patreon gehen										
pages/actions/bing/verify	Verify on Bing	Vérifier sur Bing	Verifique no Bing	Verificar en Bing	Verifica su Bing	빙을 확인하십시오	Проверка на Bing	Bing'de Doğrula	Auf Bing überprüfen										
pages/actions/yandex/verify	Verify on Yandex	Vérifier sur Yandex	Verifique no Yandex	Verificar en Yandex	Verifica su Yandex	Yandex에서 확인하십시오	Проверить на Яндексе	Yandex'te Doğrula	Überprüfen auf Yandex										
pages/actions/google/verify	Verify on Google	Vérifier sur Google	Verifique no Google	Verificar en Google	Verifica su Google	Google에서 확인하십시오	Проверка в Google	Google'da doğrulayın	Überprüfen Sie bei Google										
pages/actions/bing/index	Index on Bing	Indexer sur Bing	ÍNDICE NO BING	Índice de bing	Indice su bing	빙 색인	Индекс на Bing	Bing'de Dizin	Index auf Bing										
pages/actions/yandex/index	Index on Yandex	Indexer sur Yandex	Índice em Yandex	Índice en Yandex	Indice su Yandex	Yandex에 색인	Индекс на Яндексе	Yandex'te Dizin	Index auf Yandex										
pages/actions/google/index	Index on Google	Indexer sur Google	Índice no Google	Índice en Google	Indice su Google	Google의 색인	Индекс в Google	Google'da İndeks	Index auf Google										
websites/success/sync	The synchronization is finished! The new pages you have created are stored in the database and we have checked their indexing. Go to the "Pages" tab from the left navigation! 😎	La synchronisation est terminée ! Les nouvelles pages que vous avez créées sont stockées en base de données et nous avons vérifier leur indexation. Rendez-vous sur l'onglet "Pages" depuis la navigation à gauche ! 😎	A sincronização está concluída! As novas páginas que você criou são armazenadas no banco de dados e verificamos a indexação deles. Vá para a guia "Páginas" da navegação esquerda! 😎	¡La sincronización está terminada! Las nuevas páginas que ha creado se almacenan en la base de datos y hemos verificado su indexación. ¡Vaya a la pestaña "Páginas" desde la navegación izquierda! 😎	La sincronizzazione è finita! Le nuove pagine che hai creato sono archiviate nel database e abbiamo controllato la loro indicizzazione. Vai alla scheda "Pagine" dalla navigazione sinistra! 😎	동기화가 완료되었습니다! 생성 한 새 페이지는 데이터베이스에 저장되며 인덱싱을 확인했습니다. 왼쪽 탐색에서 "페이지"탭으로 이동하십시오! 😎	Синхронизация завершена! Созданные вами новые страницы сохранены в базе данных, и мы проверили их индексацию. Перейдите на вкладку "Страницы" из левой навигации! 😎	Senkronizasyon tamamlandı! Oluşturduğunuz yeni sayfalar veritabanında depolandı ve indekslenmelerini kontrol ettik. Sol navigasyondan "Sayfalar" sekmesine gidin! 😎	Die Synchronisierung ist abgeschlossen! Die neuen Seiten, die Sie erstellt haben, sind in der Datenbank gespeichert und wir haben ihre Indizierung überprüft. Gehen Sie auf die Registerkarte "Seiten" in der linken Navigation! 😎										
